author_id,paper_id,co_author_id
3043571,0ce1b2c143f6409cbd9d3c18c52a2d37eb084208,2328741626
2008272271,7231c26c3cbdaa580cf5fdc37be3fa74a410c90b,9312519
2374510883,85ba44af08af9bfdde232638538339a7e0a70f48,38373738
2374510883,2aeba460dc95bc7dfe86e91760e78cc47e7fca2b,2374486245
2374510883,60dc09b4be0fc9347a3c1151f5e1649f98dffc7a,2302145886
2008272271,90589d167c0252083d6a9e83a04192bc5e65dc28,2269755410
2374510883,85ba44af08af9bfdde232638538339a7e0a70f48,2254220035
2393498654,167a9311a7bfaa4aed7aa1b54aef2133c253b0f8,2335464894
2119152141,fbcc1456c4e13724582f26696f1cf94432962049,6690489
2119152141,3304c526211be5dea41f7fe8e62e10ebd95ae2cc,11992382
3043571,01bbd1e702d77265619babbb9e577cd8662527bc,2339244481
3043571,d2e958d945791fdac9f82a906e67b8ef8cef03e4,35096437
2374510883,bd58d7c7026a06d69ed78af7f165452e8c64e0da,2278206708
2374510883,60dc09b4be0fc9347a3c1151f5e1649f98dffc7a,2266984335
2374510883,bd58d7c7026a06d69ed78af7f165452e8c64e0da,6343510
2008272271,dc1f93aa34080bdea7a1c392e2906abe397024d0,2269704034
2393498654,167a9311a7bfaa4aed7aa1b54aef2133c253b0f8,2375917389
2008272271,b57a7c8f15fad88250137f8505800bf0215cf072,2218789456
2374510883,012b26c02a85b73604dd7d5fccd48ebadcba7ab2,2294659000
2374510883,bd58d7c7026a06d69ed78af7f165452e8c64e0da,2239731738
2096014028,0fa6447c110cfd9955263551cdb25ea2a2e93a81,2383324
2119152141,bc6124fcee40549b28c298cd54bd8d792d7fba05,46854491
3043571,d992641a2efa72ee598065e8d632e5c928cd55c8,118013697
2219163713,8b568f5abd359205a141b9d53acf551a56140d2f,2056763183
3043571,ebf3e52be5323aa27e5ef06537acb3e4312a097b,47141118
2119152141,454ad8eb717d4e99e35c8236fd18758180c6ca9e,145695593
2393498654,167a9311a7bfaa4aed7aa1b54aef2133c253b0f8,2335467840
3043571,653f206a7535f8aa690255e5076080b6f7fd18c5,39583513
2119152141,7f5cb9e57f0731a8e79256f9cee771ca63417e1f,2139407746
2119152141,f0cca225cfc593c244ce7013726b11c26cdc5d7b,70173049
2374510883,927c965e676df71d61ccea42491b99cb6e5e4215,2375321561
2119152141,c95645f464b36385533ce8acc7dbfeae2715ba1d,47975182
2374510883,927c965e676df71d61ccea42491b99cb6e5e4215,2374510247
2119152141,3a8a586598224e52bba0ca3a5ff6da761cf6e5aa,2107201876
3043571,0ce1b2c143f6409cbd9d3c18c52a2d37eb084208,2307644142
2374510883,012b26c02a85b73604dd7d5fccd48ebadcba7ab2,2293155960
2239878152,8d1720371972179083f62989f5fde0f2da3d0b6e,2244015187
2374510883,bd58d7c7026a06d69ed78af7f165452e8c64e0da,2239719292
2393498654,167a9311a7bfaa4aed7aa1b54aef2133c253b0f8,2297523154
2393498654,167a9311a7bfaa4aed7aa1b54aef2133c253b0f8,2335464184
2374510883,45734ec7de9bd56072530e178d2adb19c7479dc8,11854859
2239878152,b6839e348904a40e8d5f68a94fd07acff1e4d44f,2244004510
2374510883,012b26c02a85b73604dd7d5fccd48ebadcba7ab2,2320221256
2119152141,be766cb46278f7da6f31dc560a8e49b86843d528,2323201302
2374510883,60dc09b4be0fc9347a3c1151f5e1649f98dffc7a,6919996
2056121619,c655c30e792615bf2004f42ce884fb6c0a6a7c7b,144791814
2275193055,0b01b83c5cd7d4d04dd193c94c2234b35aa76bce,2273615206
2393498654,4c58e46b962c66af5e5fcabd4f9b69fcd3413fdd,4857338
2374510883,60dc09b4be0fc9347a3c1151f5e1649f98dffc7a,2266984295
2374510883,85ba44af08af9bfdde232638538339a7e0a70f48,2411008597
2119152141,1c2da1480763626c58a9e8b7b7f95c7f69821a5d,119128908
2374510883,85ba44af08af9bfdde232638538339a7e0a70f48,2257351363
2374510883,6e49f2efea3a62a67a02ae9116e41ed26ef518c4,47929447
2374510883,ae94bb354069449d7c6735e7b375fdb6f7e1e9e6,2352600090
2239878152,9c1926eb82e1da1d6248098c63bf212b372a9d40,2244004510
2119152141,1d9344a2e15b5d7266013a6d6b53e31c9f065dcd,49339918
2067804195,6f45a12181ce7333b374984b5772b0439a8d4fc3,90572876
3043571,c8b96c614d1bd168d8fcf39333e90fb2ee1808ee,46591966
2119152141,2915a2c4d758ab42b616282eab2152b8259532b0,49339918
1393400573,5d3b0c0cbf9497a8ac070af2c20ad8a67685909c,1381042061
2239878152,8d1720371972179083f62989f5fde0f2da3d0b6e,2244004510
2374510883,6e49f2efea3a62a67a02ae9116e41ed26ef518c4,89878654
2119152141,2915a2c4d758ab42b616282eab2152b8259532b0,11992382
2008272271,6ade46d70cacef1087a85c754e25e378fdc11e78,2269704034
2374510883,927c965e676df71d61ccea42491b99cb6e5e4215,2374511215
2119152141,1c2da1480763626c58a9e8b7b7f95c7f69821a5d,21239374
3043571,d7973f9e7503b9c9b69502d7c83f648a8cb49c9b,49651015
2119152141,fbcc1456c4e13724582f26696f1cf94432962049,30601736
2374510883,2aeba460dc95bc7dfe86e91760e78cc47e7fca2b,2374511938
2119152141,1d9344a2e15b5d7266013a6d6b53e31c9f065dcd,2132322069
2374510883,ae94bb354069449d7c6735e7b375fdb6f7e1e9e6,2338489223
2119152141,aacdec31b14b6fff7f9101d6be20e4f0fe501d52,89096999
2119152141,7f5cb9e57f0731a8e79256f9cee771ca63417e1f,2338715970
